kood,korpus,tekstikeel,tekstityyp,elukoht,taust,vanus,sugu,emakeel,kodukeel,keeletase,haridus,abivahendid
doc_176157647629_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647630_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647631_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647632_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647633_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647634_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647635_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647636_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647637_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647638_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647639_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647640_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647641_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647642_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647643_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647644_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647645_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647646_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647647_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647648_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647649_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647650_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647651_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647652_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647653_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647654_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647655_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647656_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647657_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647658_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647659_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647660_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647661_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647662_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647663_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647664_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647665_item,clWmOIrLa,eesti,NA,tartu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647666_item,clWmOIrLa,eesti,NA,tartu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647667_item,clWmOIrLa,eesti,NA,tartu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647668_item,clWmOIrLa,eesti,NA,tartu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647669_item,clWmOIrLa,eesti,NA,tartu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647670_item,clWmOIrLa,eesti,NA,tartu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647671_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647672_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647673_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647674_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647675_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647676_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647677_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647678_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647679_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647680_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647681_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647682_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647683_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647684_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647685_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647686_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_176157647687_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647688_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647689_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647690_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647691_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647692_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647693_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647694_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647695_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647696_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647697_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647698_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_176157647699_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647700_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647701_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647702_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647703_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647704_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647705_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647706_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647707_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647708_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647709_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647710_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647711_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647712_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647713_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647714_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647715_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647716_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647717_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647718_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647719_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647720_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647721_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647722_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647723_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647724_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647725_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647726_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647727_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647728_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647729_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647730_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647731_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647732_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647733_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647734_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647735_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647736_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647737_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_176157647738_item,cFOoRQekA,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_177993561423_item,cFOoRQekA,eesti,essee,tallinn,teenist,kuni40,naine,vene,vene,B,korg,jah
doc_177993561424_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,korg,jah
doc_177993561425_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,korg,ei
doc_177993561426_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,A,kesk,ei
doc_177993561427_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,korg,ei
doc_177993561428_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B,kesk,ei
doc_177993561429_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,kesk,ei
doc_177993561430_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,A,korg,ei
doc_177993561431_item,cFOoRQekA,eesti,essee,tallinn,teenist,kuni40,naine,vene,vene,B1,kesk,ei
doc_177993561432_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,korg,ei
doc_177993561433_item,cFOoRQekA,eesti,essee,tallinn,teenist,41plus,naine,vene,vene,B1,korg,ei
doc_177993561434_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_177993561435_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,mees,vene,vene,B,kesk,ei
doc_177993561436_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_177993561437_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,naine,vene,vene,B,kesk,ei
doc_177993561438_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,mees,vene,vene,B,kesk,ei
doc_177993561439_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni26,mees,vene,vene,A,kesk,ei
doc_177993561440_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,naine,vene,vene,B,kesk,ei
doc_177993561441_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni26,naine,vene,vene,B,kesk,ei
doc_177993561442_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,naine,vene,vene,B,kesk,ei
doc_177993561443_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni26,naine,vene,vene,A,kesk,ei
doc_177993561444_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,mees,vene,vene,B,kesk,ei
doc_177993561445_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni18,mees,vene,vene,B,kesk,ei
doc_177993561446_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni40,mees,vene,vene,A,kesk,ei
doc_177993561447_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni26,mees,vene,vene,A,kesk,ei
doc_179057669478_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,C1,NA,NA
doc_179057669480_item,cFOoRQekA,eesti,essee,soome,teenist,kuni40,mees,soome,soome,C2,korg,jah
doc_179057669481_item,cFOoRQekA,eesti,essee,soome,teenist,kuni26,naine,soome,soome,B2,kesk,jah
doc_179057669482_item,cFOoRQekA,eesti,essee,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669483_item,cFOoRQekA,eesti,essee,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669484_item,cFOoRQekA,eesti,muu,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669485_item,cFOoRQekA,eesti,muu,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669486_item,cFOoRQekA,eesti,NA,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669487_item,cFOoRQekA,eesti,muu,soome,teenist,kuni26,naine,soome,soome,B1,kesk,jah
doc_179057669488_item,cFOoRQekA,eesti,muu,soome,teenist,kuni26,naine,soome,soome,B2,kesk,jah
doc_179384885544_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885545_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885546_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885547_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885548_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885549_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885550_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885551_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885552_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885553_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885554_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885555_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885556_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885557_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885558_item,cFOoRQekA,eesti,essee,leedu,ylop,kuni40,naine,leedu,leedu,B,kesk,jah
doc_179384885559_item,cFOoRQekA,eesti,essee,leedu,ylop,kuni26,naine,leedu,leedu,B,kesk,jah
doc_179384885560_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885561_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885562_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885563_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885564_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885565_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885566_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885567_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885568_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885569_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885570_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885571_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885572_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885573_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885574_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885575_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885576_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885577_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885578_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885579_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885580_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885581_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885582_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885583_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885584_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885585_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_179384885586_item,cFOoRQekA,eesti,essee,tartu,ylop,kuni26,naine,soome,soome,NA,kesk,jah
doc_179384885587_item,cFOoRQekA,eesti,essee,tartu,ylop,kuni26,naine,rootsi,rootsi,NA,kesk,jah
doc_18538799000_item,cZjHWUPtD,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799001_item,cZjHWUPtD,,,,,,,,,,,
doc_18538799002_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799003_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799004_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799005_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799006_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799007_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799008_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799009_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799010_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799011_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799012_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799013_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799014_item,cZjHWUPtD,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799015_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799016_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799017_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799018_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799019_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799020_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799021_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799022_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799023_item,cZjHWUPtD,vene,essee,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799024_item,cZjHWUPtD,vene,amtkiri,NA,NA,NA,NA,NA,NA,NA,NA,ei
doc_18538799025_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799026_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799027_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799028_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799029_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799030_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799031_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799032_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799033_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799034_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799035_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799036_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799037_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799038_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799039_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799040_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799041_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799042_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_18538799043_item,cwUprXCTL,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_18538799044_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,naine,vene,vene,NA,kesk,ei
doc_18538799045_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,naine,vene,vene,NA,kesk,ei
doc_18538799046_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799047_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799048_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799049_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,NA,vene,vene,NA,kesk,ei
doc_18538799050_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799051_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799052_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799053_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799054_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799055_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799056_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,naine,vene,vene,NA,kesk,ei
doc_18538799057_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799058_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,naine,vene,vene,NA,kesk,ei
doc_18538799059_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799060_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,mees,vene,vene,NA,kesk,ei
doc_18538799061_item,cgSRJPKTr,vene,essee,idaviru,NA,kuni18,naine,vene,vene,NA,kesk,jah
doc_18538799062_item,cgSRJPKTr,vene,essee,idaviru,op,kuni18,naine,vene,vene,NA,kesk,ei
doc_18538799063_item,cgSRJPKTr,vene,essee,idaviru,op,kuni26,NA,vene,vene,NA,kesk,ei
doc_18538799064_item,cgSRJPKTr,vene,essee,idaviru,op,kuni26,mees,vene,vene,NA,kesk,ei
doc_18538799065_item,cgSRJPKTr,vene,essee,idaviru,op,kuni26,mees,vene,vene,NA,kesk,ei
